1070.64,325.128
1070.77,325.132
1007.66,599.515
1007.65,599.5
993.192,673.664
981.746,734.857
970.915,797.309
963.548,848.994
956.34,874.366
955.86,837.938
955.423,801.775
953.979,760.418
952.196,720.25
949.958,679.991
946.517,637.038
942.948,595.356
940.033,553.84
936.274,513.144
933.017,473.89
928.301,437.076
924.964,406.32
920.561,378.478
916.623,356.355
910.272,337.425
904.637,323.816
898.316,315.731
892.102,312.157
886.492,311.633
880.271,314.825
875.335,324.107
871.11,338.015
868.171,353.923
865.65,374.92
860.963,428.709
860.232,462.235
859.6,498.888
858.584,538.698
858.843,579.925
859.433,626.366
858.386,671.827
858.246,719.514
858.219,766.562
858.524,809.892
860.048,845.031
860.148,875.319
861.214,903.63
862.453,927.593
863.501,948.715
863.347,967.601
863.221,986.485
863.842,1004.74
863.412,1023.01
863.84,1041.42
863.551,1053.81
862.187,1062.15
863.683,1070.02
865.996,1075.21
863.057,1054.44
861.715,1007.62
860.456,965.68
860.652,923.083
859.23,879.399
858.121,838.758
857.335,802.089
856.489,738.574
856.201,710.128
855.963,683.948
855.251,659.484
855.26,638.19
856.942,618.137
857.437,601.581
858.828,586.41
860.415,574.507
861.308,563.413
862.307,554.544
864.018,547.908
865.784,543.758
867.284,542.646
869.722,542.66
871.671,544.624
873.658,548.986
875.735,555.03
877.882,562.614
879.631,571.541
883.648,581.512
887.495,593.298
890.896,605.51
893.42,619.935
895.389,634.661
897.92,649.872
899.318,667.081
901.639,677.19
902.133,652.534
901.69,624.342
902.262,573.559
901.903,549.832
902.112,528.056
903.108,507.444
903.976,487.818
902.974,470.583
904.092,454.397
904.342,440.639
902.564,427.924
900.544,417.987
899.234,410.069
898.5,404.312
898.796,401.495
899.556,400.174
898.589,400.139
897.268,401.958
894.988,406.323
892.539,412.888
890.92,419.761
888.378,431.538
887.067,444.761
884.8,458.493
883.51,475.124
883.352,476.303
882.067,455.875
881.994,437.436
882.642,419.089
882.696,403.596
883.015,389.601
882.434,377.372
883.458,365.896
883.758,347.789
884.053,342.247
884.85,339.637
886.32,341.149
887.608,345.875
889.184,349.704
890.42,357.86
891.638,368.811
891.81,379.993
894.169,392.963
895.566,392.313
896.506,383.855
898.35,376.957
898.801,373.174
899.808,370.538
901,370.909
901.969,372.955
903.326,377.404
905.315,385.677
906.458,394.277
906.997,404.958
908.307,418.374
909.661,431.936
911.684,447.88
912.506,459.835
914.872,457.161
917.583,458.147
921.212,460.327
921.641,466.197
925.5,473.798
926.974,481.818
929.308,501.236
929.724,513.712
929.944,527.91
930.576,531.699
932.207,535.31
933.061,540.324
899.243,523.695
785.439,457.844
686.282,402.104
660.777,390.379
621.252,367.654
618.319,367.143
617.446,369.087
607.105,362.741
616.244,372.528
598.689,364.335
527.156,310.749
509.553,297.279
500.86,293.784
495.045,293.682
478.145,284.714
462.395,279.252
481.676,296
499.672,310.722
498.687,310.248
500.713,315.42
481.129,302.848
474.683,303.795
465.069,301.102
472.429,307.547
477.341,312.347
467.839,308.977
476.41,316.929
477.303,318.621
463.007,311.825
467.562,318.596
466.057,321.46
470.228,327.704
455.87,327.96
466.072,337.965
461.581,334.061
461.259,339.447
465.288,344.951
470.329,350.585
448.253,334.431
424.007,311.75
388.79,277.709
388.773,277.642
388.782,277.674
